question_id,condition,role,answer_valid,finish_reason,generated_tokens,source_record_sha256
dev-00820,clinical_option_cut,T,1,stop,128,c179947c571c52ffa5358ac143e839d91442f845e125fc432ce50d2ef6ee91ab
dev-00834,clinical_all_source_cut,Other,1,stop,128,5e782a8c425b4c4d9805b45fdcec8d3d1d938a86155eb49acd391ad2282262b1
dev-00834,clinical_option_cut,T,1,stop,241,fe4d647ca6f15b57d2ba17cab5a792c558d8bf309904a1fde63426453d65627f
dev-00840,clinical_all_source_cut,T,1,stop,135,91066f6845cb8df10a240d59d1292a5dd4b3b466c8fb86a221af5c8788f9f536
dev-00840,clinical_option_cut,T,1,stop,110,ad57ccb40ee18b571116b753667da86a6718e39fda9e8b00463d58e97cf88832
dev-00874,clinical_all_source_cut,T,1,stop,186,05987e24647502dbcb576f62200a045909651f617b5f2cc6b3880676ecd51b20
dev-00874,clinical_option_cut,T,1,stop,173,19ea0ce6faa825ff12080144bcdbe2446111931a6ce723079e0751b9bd068e3f
dev-00967,clinical_all_source_cut,T,1,stop,98,b131534ad475212f0a9abf61d1ca1b7b9923471d6f2733488db392edd9e1d6a8
dev-00967,clinical_option_cut,G,1,stop,108,6b3b0f487754e1b517cb225655ed18508b1baae79a5ba78d77b8a7127aa4c914
dev-00968,clinical_all_source_cut,T,1,stop,144,19b935f1a00c051a6a63c87526f54f6da9def37a63289b5da77f881e0010d8cf
dev-00968,clinical_option_cut,T,1,stop,151,607ec2207f298d7d685da9477ab6259cc1bd0afc5d26fa9ec9da601454ce4146
dev-00985,clinical_all_source_cut,G,1,stop,112,972c8dd5f0c2fe7835c7ad847e3af87bc6b51a22c3098c47282529a001a3155b
dev-00985,clinical_option_cut,G,1,stop,141,0cd969933a9d50f0efb0dc50add55ccd0fa7b5825ebffb23a2c00270f0ee57e5
dev-00988,clinical_all_source_cut,G,1,stop,172,17dda1ccf9d012e2f3558775e895529d1d69f4646689d0782311b1558de4ae98
dev-00988,clinical_option_cut,G,1,stop,175,f35c4b127e63ffcda0602a52d4e0c0d4ab1b4a608e669267098bc5b9fcc225d2
dev-01000,clinical_all_source_cut,G,1,stop,116,b24549b6456dbe9a0fdd6180562b1554f277adbf3b65d289c29928fc0ff1f816
dev-01000,clinical_option_cut,G,1,stop,100,5d190913d65634f0a52c6ec445ae90f9bde32b03064f469a38118b51234b979a
dev-01001,clinical_all_source_cut,G,1,stop,138,fd34ad08a957d8d6c257784e3cf0700ed2489724a1e333443ddf586b4466a406
dev-01001,clinical_option_cut,G,1,stop,234,4f7b2aad46e484b73bd1b9ea3aa16b454259b47c95fb73ff99c4fd57a8ccd838
dev-01007,clinical_all_source_cut,T,1,stop,87,b2c91292c840c60db99a0c8360cd5880b7cfdd351b50c7b80a54f08aa87d6f1e
dev-01007,clinical_option_cut,G,1,stop,83,0219c1eba3ab451141841a78626935719d2f09feb0b583c465127e0d848bbce9
dev-01014,clinical_all_source_cut,T,1,stop,133,a6662ba6efa46e94e125d936489124c80bf24c926f3dc9efcddee86eae39db06
dev-01014,clinical_option_cut,G,1,stop,115,6e4f915bf1088a9c02da19c7e1cf94a3a85b907c8f62723b21ad14ea847898f3
dev-01015,clinical_all_source_cut,T,1,stop,142,d575a3f06572cd85d903160b3631525b90ca18dcb9017e46fdff1b4f5b1961e5
dev-01015,clinical_option_cut,T,1,stop,143,94072979c5bebe99f1646fae518b2e0a853267c6bd60c0f389f97cc2618f1968
dev-01029,clinical_all_source_cut,G,1,stop,125,2885611635bdb84a7314c27c1d8a070dc2dbbec74f06c9d76ad29e58f17c4593
dev-01029,clinical_option_cut,G,1,stop,125,ada537b6f670b639034d95575c783a3cb7f4f9bc12ee58abf3474d5df72b47ae
dev-01039,clinical_all_source_cut,G,1,stop,83,5d2b2a56b031d390fe8f978c568aee03ad1e388784db1be5caaab65eb1eb9ac2
dev-01039,clinical_option_cut,G,1,stop,168,d6d02fd637e30e2de994ca2415194f11891d54aa69a30fc6c98f55d83af0087f
dev-01045,clinical_all_source_cut,T,1,stop,135,f82be3a090cabd221a005dd92a4af863828d3113b07914676ce5ebb0e0abb5b2
dev-01045,clinical_option_cut,T,1,stop,126,6eccd57787f82bfc6839abbca9c9d5024184786cbbe780968854eb4c55640060
dev-01076,clinical_all_source_cut,G,1,stop,201,2ec4e93adc9e384e99d074c29bee72a174b9a43dc3adca1dd053a6e91906afa6
dev-01076,clinical_option_cut,Other,1,stop,210,89f52c62e372c7cfaeb9cda403a4ecf9935e7e1404e0ad58ce17b8a1bf2e8235
dev-01077,clinical_all_source_cut,T,1,stop,100,91a73344a0c0a2d52cf3a20e4c80d6c5f5e8c1abf472b44a5fcd396739ab432e
dev-01077,clinical_option_cut,T,1,stop,102,10ca0f8f98818865f8b9c8538d464fa29bd8ac366f52acc7eeeafa56f2c9e997
dev-01084,clinical_all_source_cut,G,1,stop,172,43cd62cd7e3aa21bb0fd8083ffdec88017804c99cbc8a8fa4e4340114dd0f0ce
dev-01084,clinical_option_cut,T,1,stop,119,8fcfe5dd9d57ba6d42e9e6f95d6b8d70703a14b1d3ef05872b247017f9e38f7d
dev-01100,clinical_all_source_cut,T,1,stop,142,8e2f9f22cd59ad467ae6cb9409f8c95a14983f0cddbec4f5b9836c76d7ba15be
dev-01100,clinical_option_cut,T,1,stop,142,11bba131119cb8bed5d88c4d4a5ecf6802e0a14ceea5104b14a43353eda39996
dev-01107,clinical_all_source_cut,G,1,stop,59,d61f5c25dbe985b265626c05ea4c492a36dc9d46b5849e18652d38183b804a39
dev-01107,clinical_option_cut,G,1,stop,104,c6d7f95e1184e3d68e54eb9891b8bf73712183caaa371e24f814b027719fc753
dev-01134,clinical_all_source_cut,T,1,stop,180,616bb3f3acf3fd9d9841fa43d05214943a00cc042c802f6af763016add22d182
dev-01134,clinical_option_cut,T,1,stop,141,b1c9714ad17c657dff0af2e3e5268711d4a7de92402adf3afda5b298b8f87687
dev-01137,clinical_all_source_cut,Other,1,stop,151,72eb6266e2c73c4ae7f4580c1ade0561045d132ee853866d890181de22c52b57
dev-01137,clinical_option_cut,G,1,stop,130,d8de15920cad29ba5c188afefa4330cf7c34ea05c47731a0f14b2befdb98460b
dev-01180,clinical_all_source_cut,T,1,stop,120,d63d9b8bb9f48b34e6d6ba022ef4c53e9df632fd3c21ad96479dd1a2b2b4fee3
dev-01180,clinical_option_cut,T,1,stop,149,b78c083a67d617fd126399cffb58a1117a2cb40776066e42887d572093908885
dev-01232,clinical_all_source_cut,T,1,stop,149,609b3121881dc39cbbe0df010e9cf57f3ef90e9784ae141b34fe5c09beb803ca
dev-01232,clinical_option_cut,T,1,stop,149,8a6fc007f1f0109847371db1daf97c1126b5735e5514129c9931041ca410301d
dev-01233,clinical_all_source_cut,G,1,stop,101,3e0dc3743a65bebe8469ff6b105f0fc1fb3de439fb842068d555f639678dc520
dev-01233,clinical_option_cut,G,1,stop,109,5ac9fd9da3f26ddbdcac9a727447dda108a9eda03e26763429eb0bbbd26c4001
dev-01234,clinical_all_source_cut,T,1,stop,137,993efe593d72e63061fa41f178d7938924aa1b74c7c7c679ceefa7d65b306bcd
dev-01234,clinical_option_cut,T,1,stop,170,11b575c8651271e335e2a4b8f4fc5a16ed90920c4b1e5c5bcf39cf8ff9c94cc9
dev-01238,clinical_all_source_cut,T,1,stop,99,56af8ec58a32beb77090e3ce34911c0b724d054a230a8c5bece2af420ef7ae06
dev-01238,clinical_option_cut,G,1,stop,129,97cadacac5262942c003f9310af5a29613172fa6e7b7a0dfdfdc29b759828ba0
dev-01263,clinical_all_source_cut,G,1,stop,119,d76004aabab26b2223ab16d8c6d861b0fbad76a4e48c87b4318b851d0b3cc3b9
dev-01263,clinical_option_cut,G,1,stop,130,dd01bc98e854ec5cb067bcf6fb10c72a0b1d825121a7c962fc517ea6c7496b63
dev-01267,clinical_all_source_cut,T,1,stop,105,99242a970d73ffc860fc58d509fdcf443081d0be0497056fa457099b7ee46687
dev-01267,clinical_option_cut,T,1,stop,104,77aab5fe939f432f5d4c4f08660a55312445e4556e89bdd3722906b4421d66be
dev-01271,clinical_all_source_cut,G,1,stop,110,12196913c764c613b938a5da9a02e8fd2d0679b767065519a4f13cdc5ee483b5
dev-01271,clinical_option_cut,G,1,stop,98,9c03db9bc1b7462474722cc8132bbbe0b9626801028ac041d1819ad0903a1b75
